CUSTOMER_CODE,FIRSTNAME,LASTNAME,INVOICE_CODE,AMOUNT,DATE,ITEM_CODE,QUANTITY
,Valarie,Young,10192,100,11/20/2003 0:00,S12_4675,27
,Diego,Freyre,10203,100,12/02/03 0:00,S12_4675,47
,Diego,Freyre,10212,100,1/16/2004 0:00,S12_4675,33
,Michael,Holz,10225,100,2/22/2004 0:00,S12_4675,21
,Pirkko,Koskitalo,10239,93.28,04/12/04 0:00,S12_4675,21
,Elizabeth,Devon,10253,100,06/01/04 0:00,S12_4675,41
,Maurizio,Moroni,10266,100,07/06/04 0:00,S12_4675,40
,Eric,Natividad,10277,100,08/04/04 0:00,S12_4675,28
,Michael,Holz,10287,100,8/30/2004 0:00,S12_4675,23
,Roland,Keitel,10300,100,10/04/03 0:00,S12_4675,23
,Henriette,Pfalzheim,10310,100,10/16/2004 0:00,S12_4675,25
,Violeta,Benitez,10321,100,11/04/04 0:00,S12_4675,24
,Kwai,Yu,10329,64.74,11/15/2004 0:00,S12_4675,39
,Georg,Pipps,10341,75.2,11/24/2004 0:00,S12_4675,55
,Kalle,Suominen,10363,88.45,01/06/05 0:00,S12_4675,46
,Matti,Karttunen,10377,100,02/09/05 0:00,S12_4675,50
,Maria,Larsson,10389,100,03/03/05 0:00,S12_4675,47
,Frederique,Citeaux,10405,93.28,4/14/2005 0:00,S12_4675,97
,Georg,Pipps,10419,100,5/17/2005 0:00,S12_4675,32
,Jonas,Bergulfsen,10103,100,1/29/2003 0:00,S18_1097,35
,Valarie,Nelson,10113,100,3/26/2003 0:00,S18_1097,49
,Mart¡n,Sommer,10126,100,5/28/2003 0:00,S18_1097,38
,Juri,Hirano,10140,100,7/24/2003 0:00,S18_1097,32
,Eric,Natividad,10150,100,9/19/2003 0:00,S18_1097,34
,Roland,Mendel,10164,99.17,10/21/2003 0:00,S18_1097,36
,Tony,Calaghan,10174,93.34,11/06/03 0:00,S18_1097,48
,Francisca,Cervantes,10183,96.84,11/13/2003 0:00,S18_1097,21
,Mary,Saveley,10194,93.34,11/25/2003 0:00,S18_1097,21
,Yoshi,Tannamuri,10206,100,12/05/03 0:00,S18_1097,34
,Steve,Thompson,10215,100,1/29/2004 0:00,S18_1097,46
,Kyung,Tseng,10228,100,03/10/04 0:00,S18_1097,32
,Leslie,Murphy,10245,100,05/04/04 0:00,S18_1097,29
,Akiko,Shimamura,10258,100,6/15/2004 0:00,S18_1097,41
,Adrian,Huxley,10270,96.84,7/19/2004 0:00,S18_1097,43
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_1097,24
,Maria,Larsson,10291,100,09/08/04 0:00,S18_1097,41
,Daniel,Tonini,10304,98,10/11/04 0:00,S18_1097,46
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_1097,32
,Valarie,Young,10322,100,11/04/04 0:00,S18_1097,22
,Julie,Murphy,10333,40.25,11/18/2004 0:00,S18_1097,29
,Peter,Ferguson,10347,49.6,11/29/2004 0:00,S18_1097,42
,Valarie,Nelson,10357,98,12/10/04 0:00,S18_1097,39
,Anna,O'Hara,10370,100,1/20/2005 0:00,S18_1097,27
,Julie,Brown,10381,98,2/17/2005 0:00,S18_1097,48
,Anna,O'Hara,10391,85.1,03/09/05 0:00,S18_1097,29
,Jean,Fresnisre,10411,100,05/01/05 0:00,S18_1097,27
,Diego,Freyre,10424,100,5/31/2005 0:00,S18_1097,54
,Rosa,Hernandez,10109,100,03/10/03 0:00,S18_1129,26
,Laurence,Lebihan,10122,100,05/08/03 0:00,S18_1129,34
,Annette,Roulet,10136,100,07/04/03 0:00,S18_1129,25
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_1129,23
,Palle,Ibsen,10161,100,10/17/2003 0:00,S18_1129,28
,Jean,Fresnisre,10171,100,11/05/03 0:00,S18_1129,35
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_1129,44
,Valarie,Young,10192,100,11/20/2003 0:00,S18_1129,22
,Jeff,Young,10204,100,12/02/03 0:00,S18_1129,42
,Diego,Freyre,10212,100,1/16/2004 0:00,S18_1129,29
,Michael,Holz,10225,100,2/22/2004 0:00,S18_1129,32
,Mory,Kentary,10240,100,4/13/2004 0:00,S18_1129,41
,Elizabeth,Devon,10253,100,06/01/04 0:00,S18_1129,26
,Maurizio,Moroni,10266,100,07/06/04 0:00,S18_1129,21
,Sue,King,10278,100,08/06/04 0:00,S18_1129,34
,Michael,Holz,10287,100,8/30/2004 0:00,S18_1129,41
,Jan,Klaeboe,10301,100,10/05/03 0:00,S18_1129,37
,Henriette,Pfalzheim,10310,100,10/16/2004 0:00,S18_1129,37
,Violeta,Benitez,10321,100,11/04/04 0:00,S18_1129,41
,Rosa,Hernandez,10331,100,11/17/2004 0:00,S18_1129,46
,Peter,Ferguson,10342,100,11/24/2004 0:00,S18_1129,40
,Daniel,Da Cunha,10356,97.6,12/09/04 0:00,S18_1129,43
,Wing C,Tam,10365,87.06,01/07/05 0:00,S18_1129,30
,Matti,Karttunen,10377,100,02/09/05 0:00,S18_1129,35
,Valarie,Nelson,10390,93.77,03/04/05 0:00,S18_1129,36
,Jytte,Petersen,10406,100,4/15/2005 0:00,S18_1129,61
,Georg,Pipps,10419,100,5/17/2005 0:00,S18_1129,38
,Michael,Frick,10102,100,01/10/03 0:00,S18_1342,39
,Julie,Murphy,10111,99.66,3/25/2003 0:00,S18_1342,33
,Peter,Ferguson,10125,100,5/21/2003 0:00,S18_1342,32
,Adrian,Huxley,10139,100,7/16/2003 0:00,S18_1342,31
,Sue,Taylor,10149,100,09/12/03 0:00,S18_1342,50
,Julie,Brown,10162,91.44,10/18/2003 0:00,S18_1342,48
,Giovanni,Rovelli,10173,100,11/05/03 0:00,S18_1342,43
,Valarie,Nelson,10182,87.33,11/12/03 0:00,S18_1342,25
,Sean,Connery,10193,100,11/21/2003 0:00,S18_1342,28
,Diego,Freyre,10205,100,12/03/03 0:00,S18_1342,36
,Steve,Thompson,10215,89.38,1/29/2004 0:00,S18_1342,27
,Mary,Saveley,10227,100,03/02/04 0:00,S18_1342,25
,Diego,Freyre,10244,100,4/29/2004 0:00,S18_1342,40
,Jytte,Petersen,10256,95.55,06/08/04 0:00,S18_1342,34
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_1342,50
,Veysel,Oeztan,10289,100,09/03/04 0:00,S18_1342,38
,Daniel,Tonini,10304,95.55,10/11/04 0:00,S18_1342,37
,Valarie,Nelson,10312,89.38,10/21/2004 0:00,S18_1342,43
,Valarie,Young,10322,86.3,11/04/04 0:00,S18_1342,43
,Victoria,Ashworth,10332,95.13,11/17/2004 0:00,S18_1342,46
,Sue,King,10346,36.11,11/29/2004 0:00,S18_1342,42
,Daniel,Da Cunha,10356,50.18,12/09/04 0:00,S18_1342,50
,Allen,Nelson,10369,100,1/20/2005 0:00,S18_1342,44
,Diego,Freyre,10380,93.16,2/16/2005 0:00,S18_1342,27
,Anna,O'Hara,10391,100,03/09/05 0:00,S18_1342,35
,Kyung,Yu,10422,95.55,5/30/2005 0:00,S18_1342,51
,Michael,Frick,10102,50.14,01/10/03 0:00,S18_1367,41
,Julie,Murphy,10111,49.06,3/25/2003 0:00,S18_1367,48
,Mart¡n,Sommer,10126,54.99,5/28/2003 0:00,S18_1367,42
,Adrian,Huxley,10139,43.13,7/16/2003 0:00,S18_1367,49
,Sue,Taylor,10149,58.22,09/12/03 0:00,S18_1367,30
,Julie,Brown,10162,51.21,10/18/2003 0:00,S18_1367,45
,Giovanni,Rovelli,10173,44.21,11/05/03 0:00,S18_1367,48
,Valarie,Nelson,10182,54.45,11/12/03 0:00,S18_1367,32
,Sean,Connery,10193,53.37,11/21/2003 0:00,S18_1367,46
,Diego,Freyre,10205,63.61,12/03/03 0:00,S18_1367,48
,Steve,Thompson,10215,43.13,1/29/2004 0:00,S18_1367,33
,Mary,Saveley,10227,48.52,03/02/04 0:00,S18_1367,31
,Diego,Freyre,10244,58.22,4/29/2004 0:00,S18_1367,20
,Jytte,Petersen,10256,51.75,06/08/04 0:00,S18_1367,29
,Paolo,Accorti,10280,57.68,8/17/2004 0:00,S18_1367,27
,Veysel,Oeztan,10289,56.07,09/03/04 0:00,S18_1367,24
,Daniel,Tonini,10304,48.52,10/11/04 0:00,S18_1367,37
,Valarie,Nelson,10312,44.21,10/21/2004 0:00,S18_1367,25
,Valarie,Young,10322,57.68,11/04/04 0:00,S18_1367,41
,Victoria,Ashworth,10332,89.89,11/17/2004 0:00,S18_1367,27
,Peter,Ferguson,10347,58.95,11/29/2004 0:00,S18_1367,21
,Daniel,Da Cunha,10356,72.41,12/09/04 0:00,S18_1367,22
,Allen,Nelson,10369,98.63,1/20/2005 0:00,S18_1367,32
,Julie,Brown,10381,52.83,2/17/2005 0:00,S18_1367,25
,Anna,O'Hara,10391,100,03/09/05 0:00,S18_1367,42
,Kyung,Yu,10422,51.75,5/30/2005 0:00,S18_1367,25
,Victoria,Ashworth,10110,100,3/18/2003 0:00,S18_1589,37
,Carine,Schmitt,10123,100,5/20/2003 0:00,S18_1589,26
,Paul,Henriot,10137,99.55,07/10/03 0:00,S18_1589,44
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_1589,47
,Palle,Ibsen,10161,100,10/17/2003 0:00,S18_1589,43
,Julie,King,10172,100,11/05/03 0:00,S18_1589,42
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_1589,42
,Valarie,Young,10192,100,11/20/2003 0:00,S18_1589,29
,Jeff,Young,10204,100,12/02/03 0:00,S18_1589,40
,Diego,Freyre,10212,100,1/16/2004 0:00,S18_1589,38
,Valarie,Thompson,10226,100,2/26/2004 0:00,S18_1589,38
,Frederique,Citeaux,10241,100,4/13/2004 0:00,S18_1589,21
,Elizabeth,Devon,10253,100,06/01/04 0:00,S18_1589,24
,Maurizio,Moroni,10266,100,07/06/04 0:00,S18_1589,36
,Sue,King,10278,100,08/06/04 0:00,S18_1589,23
,Wendy,Victorino,10288,100,09/01/04 0:00,S18_1589,20
,Jan,Klaeboe,10301,100,10/05/03 0:00,S18_1589,32
,Diego,Freyre,10311,100,10/16/2004 0:00,S18_1589,29
,Violeta,Benitez,10321,100,11/04/04 0:00,S18_1589,44
,Rosa,Hernandez,10331,100,11/17/2004 0:00,S18_1589,44
,Paul,Henriot,10343,100,11/24/2004 0:00,S18_1589,36
,Julie,Young,10367,56.3,01/12/05 0:00,S18_1589,49
,Diego,Freyre,10378,42.64,02/10/05 0:00,S18_1589,34
,Sue,Frick,10407,100,4/22/2005 0:00,S18_1589,59
,Georg,Pipps,10419,100,5/17/2005 0:00,S18_1589,37
,Giovanni,Rovelli,10106,100,2/17/2003 0:00,S18_1662,36
,Georg,Pipps,10119,100,4/28/2003 0:00,S18_1662,43
,Dan,Lewis,10131,100,6/16/2003 0:00,S18_1662,21
,Wing C,Tam,10143,100,08/10/03 0:00,S18_1662,32
,Matti,Karttunen,10155,100,10/06/03 0:00,S18_1662,38
,Maria,Larsson,10167,100,10/23/2003 0:00,S18_1662,43
,Annette,Roulet,10178,100,11/08/03 0:00,S18_1662,42
,Thomas,Hardy,10186,100,11/14/2003 0:00,S18_1662,32
,Arnold,Cruz,10198,100,11/27/2003 0:00,S18_1662,42
,Mory,Kentary,10210,100,01/12/04 0:00,S18_1662,31
,Valarie,Thompson,10222,100,2/19/2004 0:00,S18_1662,49
,Sue,Frick,10250,100,05/11/04 0:00,S18_1662,45
,Diego,Freyre,10262,100,6/24/2004 0:00,S18_1662,49
,Allen,Nelson,10274,100,7/21/2004 0:00,S18_1662,41
,Jan,Klaeboe,10284,100,8/21/2004 0:00,S18_1662,45
,Michael,Donnermeyer,10296,100,9/15/2004 0:00,S18_1662,36
,Francisca,Cervantes,10307,100,10/14/2004 0:00,S18_1662,39
,Helen,Bennett,10316,100,11/01/04 0:00,S18_1662,27
,Jytte,Petersen,10327,100,11/10/04 0:00,S18_1662,25
,Pascale,Cartrain,10338,100,11/22/2004 0:00,S18_1662,41
,Ann,Brown,10351,99.52,12/03/04 0:00,S18_1662,39
,Pirkko,Koskitalo,10373,57.55,1/31/2005 0:00,S18_1662,28
,Diego,Freyre,10386,54.57,03/01/05 0:00,S18_1662,25
,Paul,Henriot,10398,100,3/30/2005 0:00,S18_1662,33
,Sue,Frick,10400,100,04/01/05 0:00,S18_1662,34
,Maurizio,Moroni,10416,100,05/10/05 0:00,S18_1662,24
,Valarie,Young,10100,100,01/06/03 0:00,S18_1749,30
,Victoria,Ashworth,10110,100,3/18/2003 0:00,S18_1749,42
,Sue,King,10124,100,5/21/2003 0:00,S18_1749,21
,Sue,Taylor,10149,100,09/12/03 0:00,S18_1749,34
,Julie,Brown,10162,100,10/18/2003 0:00,S18_1749,29
,Giovanni,Rovelli,10173,100,11/05/03 0:00,S18_1749,24
,Valarie,Nelson,10182,100,11/12/03 0:00,S18_1749,44
,Sean,Connery,10193,100,11/21/2003 0:00,S18_1749,21
,Jeff,Young,10204,100,12/02/03 0:00,S18_1749,33
,Mart¡n,Sommer,10214,100,1/26/2004 0:00,S18_1749,30
,Mary,Saveley,10227,100,03/02/04 0:00,S18_1749,26
,Frederique,Citeaux,10241,100,4/13/2004 0:00,S18_1749,41
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_1749,26
,Wendy,Victorino,10288,100,09/01/04 0:00,S18_1749,32
,Elizabeth,Devon,10302,100,10/06/03 0:00,S18_1749,43
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_1749,48
,Rosa,Hernandez,10331,74.04,11/17/2004 0:00,S18_1749,44
,Laurence,Lebihan,10344,100,11/25/2004 0:00,S18_1749,45
,Julie,Young,10367,100,01/12/05 0:00,S18_1749,37
,Diego,Freyre,10379,100,02/10/05 0:00,S18_1749,39
,Sue,Frick,10407,100,4/22/2005 0:00,S18_1749,76
,Adrian,Huxley,10420,100,5/29/2005 0:00,S18_1749,37
,Arnold,Cruz,10108,82.39,03/03/03 0:00,S18_1889,38
,Laurence,Lebihan,10122,72.38,05/08/03 0:00,S18_1889,43
,Valarie,Nelson,10135,79.31,07/02/03 0:00,S18_1889,48
,Allen,Nelson,10147,82.39,09/05/03 0:00,S18_1889,26
,Michael,Chandler,10160,88.55,10/11/03 0:00,S18_1889,38
,Roland,Mendel,10170,63.14,11/04/03 0:00,S18_1889,20
,Veysel,Oeztan,10181,73.92,11/12/03 0:00,S18_1889,22
,Valarie,Young,10192,90.86,11/20/2003 0:00,S18_1889,45
,Diego,Freyre,10203,85.47,12/02/03 0:00,S18_1889,45
,Diego,Freyre,10212,66.99,1/16/2004 0:00,S18_1889,20
,Michael,Holz,10225,64.68,2/22/2004 0:00,S18_1889,47
,Pirkko,Koskitalo,10239,73.92,04/12/04 0:00,S18_1889,46
,Elizabeth,Devon,10253,83.93,06/01/04 0:00,S18_1889,23
,Maurizio,Moroni,10266,74.69,07/06/04 0:00,S18_1889,33
,Sue,King,10278,90.86,08/06/04 0:00,S18_1889,29
,Michael,Holz,10287,82.39,8/30/2004 0:00,S18_1889,44
,Roland,Keitel,10300,92.4,10/04/03 0:00,S18_1889,41
,Henriette,Pfalzheim,10310,91.63,10/16/2004 0:00,S18_1889,20
,Violeta,Benitez,10321,78.54,11/04/04 0:00,S18_1889,37
,Kwai,Yu,10329,100,11/15/2004 0:00,S18_1889,29
,Peter,Ferguson,10342,65.45,11/24/2004 0:00,S18_1889,55
,Kalle,Suominen,10363,100,01/06/05 0:00,S18_1889,22
,Matti,Karttunen,10377,67.76,02/09/05 0:00,S18_1889,31
,Maria,Larsson,10389,79.22,03/03/05 0:00,S18_1889,49
,Frederique,Citeaux,10405,73.92,4/14/2005 0:00,S18_1889,61
,Georg,Pipps,10419,83.93,5/17/2005 0:00,S18_1889,39
,Rosa,Hernandez,10109,100,03/10/03 0:00,S18_1984,38
,Laurence,Lebihan,10122,100,05/08/03 0:00,S18_1984,31
,Annette,Roulet,10136,100,07/04/03 0:00,S18_1984,36
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_1984,25
,Palle,Ibsen,10161,100,10/17/2003 0:00,S18_1984,48
,Jean,Fresnisre,10171,100,11/05/03 0:00,S18_1984,35
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_1984,21
,Valarie,Young,10192,100,11/20/2003 0:00,S18_1984,47
,Jeff,Young,10204,100,12/02/03 0:00,S18_1984,38
,Diego,Freyre,10212,100,1/16/2004 0:00,S18_1984,41
,Valarie,Thompson,10226,100,2/26/2004 0:00,S18_1984,24
,Mory,Kentary,10240,100,4/13/2004 0:00,S18_1984,37
,Elizabeth,Devon,10253,100,06/01/04 0:00,S18_1984,33
,Maurizio,Moroni,10266,100,07/06/04 0:00,S18_1984,49
,Sue,King,10278,100,08/06/04 0:00,S18_1984,29
,Michael,Holz,10287,100,8/30/2004 0:00,S18_1984,24
,Jan,Klaeboe,10301,100,10/05/03 0:00,S18_1984,47
,Henriette,Pfalzheim,10310,100,10/16/2004 0:00,S18_1984,24
,Violeta,Benitez,10321,100,11/04/04 0:00,S18_1984,25
,Rosa,Hernandez,10331,32.47,11/17/2004 0:00,S18_1984,30
,Peter,Ferguson,10342,100,11/24/2004 0:00,S18_1984,22
,Daniel,Da Cunha,10356,64.69,12/09/04 0:00,S18_1984,27
,Pascale,Cartrain,10366,100,01/10/05 0:00,S18_1984,34
,Matti,Karttunen,10377,100,02/09/05 0:00,S18_1984,36
,Valarie,Nelson,10390,43.05,03/04/05 0:00,S18_1984,34
,Jytte,Petersen,10406,100,4/15/2005 0:00,S18_1984,48
,Georg,Pipps,10419,100,5/17/2005 0:00,S18_1984,34
,Diego,Freyre,10104,100,1/31/2003 0:00,S18_2238,24
,Maria,Hernandez,10115,100,04/04/03 0:00,S18_2238,46
,Jeff,Young,10127,100,06/03/03 0:00,S18_2238,45
,Kalle,Suominen,10141,100,08/01/03 0:00,S18_2238,39
,Pirkko,Koskitalo,10151,100,9/21/2003 0:00,S18_2238,43
,Eric,Natividad,10165,100,10/22/2003 0:00,S18_2238,29
,Maurizio,Moroni,10176,100,11/06/03 0:00,S18_2238,20
,Jose Pedro,Roel,10184,100,11/14/2003 0:00,S18_2238,46
,Steve,Frick,10195,100,11/25/2003 0:00,S18_2238,27
,Valarie,Franco,10207,100,12/09/03 0:00,S18_2238,44
,Sue,Taylor,10219,100,02/10/04 0:00,S18_2238,43
,Roland,Keitel,10230,100,3/15/2004 0:00,S18_2238,49
,Diego,Freyre,10246,100,05/05/04 0:00,S18_2238,40
,Wendy,Victorino,10259,100,6/15/2004 0:00,S18_2238,30
,Valarie,Nelson,10271,100,7/20/2004 0:00,S18_2238,50
,Valarie,Nelson,10282,100,8/20/2004 0:00,S18_2238,23
,Kwai,Yu,10292,100,09/08/04 0:00,S18_2238,26
,Marta,Hernandez,10305,100,10/13/2004 0:00,S18_2238,27
,Palle,Ibsen,10314,100,10/22/2004 0:00,S18_2238,42
,Michael,Frick,10324,100,11/05/04 0:00,S18_2238,47
,Marie,Bertrand,10336,100,11/20/2004 0:00,S18_2238,49
,Jeff,Young,10349,100,12/01/04 0:00,S18_2238,38
,Diego,Freyre,10358,100,12/10/04 0:00,S18_2238,20
,Valarie,Nelson,10371,100,1/23/2005 0:00,S18_2238,25
,Valarie,Nelson,10382,88,2/17/2005 0:00,S18_2238,25
,Diego,Freyre,10412,100,05/03/05 0:00,S18_2238,41
,Janine,Labrune,10425,100,5/31/2005 0:00,S18_2238,28
,Valarie,Young,10100,67.8,01/06/03 0:00,S18_2248,50
,Victoria,Ashworth,10110,50.25,3/18/2003 0:00,S18_2248,32
,Sue,King,10124,53.88,5/21/2003 0:00,S18_2248,42
,Sue,Taylor,10149,62.36,09/12/03 0:00,S18_2248,24
,Julie,Brown,10162,69.62,10/18/2003 0:00,S18_2248,27
,Giovanni,Rovelli,10173,57.51,11/05/03 0:00,S18_2248,26
,Valarie,Nelson,10182,61.15,11/12/03 0:00,S18_2248,38
,Sean,Connery,10193,59.33,11/21/2003 0:00,S18_2248,42
,Jeff,Young,10204,71.44,12/02/03 0:00,S18_2248,23
,Mart¡n,Sommer,10214,62.96,1/26/2004 0:00,S18_2248,21
,Mary,Saveley,10227,50.85,03/02/04 0:00,S18_2248,28
,Frederique,Citeaux,10241,72.65,4/13/2004 0:00,S18_2248,33
,Paolo,Accorti,10280,62.96,8/17/2004 0:00,S18_2248,25
,Wendy,Victorino,10288,61.75,09/01/04 0:00,S18_2248,28
,Jose Pedro,Roel,10303,49.04,10/06/04 0:00,S18_2248,46
,Valarie,Nelson,10312,61.15,10/21/2004 0:00,S18_2248,30
,Victoria,Ashworth,10332,84.25,11/17/2004 0:00,S18_2248,38
,Laurence,Lebihan,10344,56.91,11/25/2004 0:00,S18_2248,40
,Julie,Young,10367,100,01/12/05 0:00,S18_2248,45
,Diego,Freyre,10379,49.3,02/10/05 0:00,S18_2248,27
,Sue,Frick,10407,72.65,4/22/2005 0:00,S18_2248,42
,Adrian,Huxley,10420,63.57,5/29/2005 0:00,S18_2248,36
,Diego,Freyre,10104,100,1/31/2003 0:00,S18_2319,29
,Marie,Bertrand,10114,100,04/01/03 0:00,S18_2319,39
,Jeff,Young,10127,100,06/03/03 0:00,S18_2319,45
,Kalle,Suominen,10141,100,08/01/03 0:00,S18_2319,47
,Pirkko,Koskitalo,10151,100,9/21/2003 0:00,S18_2319,49
,Eric,Natividad,10165,100,10/22/2003 0:00,S18_2319,46
,Ann,Brown,10175,100,11/06/03 0:00,S18_2319,48
,Jose Pedro,Roel,10184,100,11/14/2003 0:00,S18_2319,46
,Steve,Frick,10195,100,11/25/2003 0:00,S18_2319,35
,Valarie,Franco,10207,100,12/09/03 0:00,S18_2319,43
,Valarie,Nelson,10229,100,03/11/04 0:00,S18_2319,26
,Diego,Freyre,10246,98.18,05/05/04 0:00,S18_2319,22
,Wendy,Victorino,10259,99.41,6/15/2004 0:00,S18_2319,34
,Valarie,Nelson,10271,100,7/20/2004 0:00,S18_2319,50
,Kyung,Yu,10281,100,8/19/2004 0:00,S18_2319,48
,Kwai,Yu,10292,100,09/08/04 0:00,S18_2319,41
,Marta,Hernandez,10305,100,10/13/2004 0:00,S18_2319,36
,Yoshi,Tannamuri,10313,100,10/22/2004 0:00,S18_2319,29
,Michael,Frick,10324,37.48,11/05/04 0:00,S18_2319,33
,Christina,Berglund,10334,100,11/19/2004 0:00,S18_2319,46
,Jeff,Young,10349,100,12/01/04 0:00,S18_2319,38
,Diego,Freyre,10358,36.42,12/10/04 0:00,S18_2319,20
,Anna,O'Hara,10370,100,1/20/2005 0:00,S18_2319,22
,Diego,Freyre,10383,100,2/22/2005 0:00,S18_2319,27
,Diego,Freyre,10412,98.18,05/03/05 0:00,S18_2319,56
,Janine,Labrune,10425,99.41,5/31/2005 0:00,S18_2319,38
,Roland,Keitel,10101,100,01/09/03 0:00,S18_2325,25
,Victoria,Ashworth,10110,100,3/18/2003 0:00,S18_2325,33
,Sue,King,10124,100,5/21/2003 0:00,S18_2325,42
,Sue,Taylor,10149,100,09/12/03 0:00,S18_2325,33
,Julie,Brown,10162,100,10/18/2003 0:00,S18_2325,38
,Giovanni,Rovelli,10173,100,11/05/03 0:00,S18_2325,31
,Valarie,Nelson,10182,100,11/12/03 0:00,S18_2325,20
,Sean,Connery,10193,100,11/21/2003 0:00,S18_2325,44
,Jeff,Young,10204,100,12/02/03 0:00,S18_2325,26
,Mart¡n,Sommer,10214,100,1/26/2004 0:00,S18_2325,27
,Mary,Saveley,10227,100,03/02/04 0:00,S18_2325,46
,Valarie,Franco,10243,100,4/26/2004 0:00,S18_2325,47
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_2325,37
,Wendy,Victorino,10288,100,09/01/04 0:00,S18_2325,31
,Daniel,Tonini,10304,100,10/11/04 0:00,S18_2325,24
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_2325,31
,Valarie,Young,10322,100,11/04/04 0:00,S18_2325,50
,Victoria,Ashworth,10332,64.69,11/17/2004 0:00,S18_2325,35
,Laurence,Lebihan,10344,100,11/25/2004 0:00,S18_2325,30
,Daniel,Da Cunha,10356,100,12/09/04 0:00,S18_2325,29
,Julie,Young,10367,100,01/12/05 0:00,S18_2325,27
,Diego,Freyre,10380,100,2/16/2005 0:00,S18_2325,40
,Valarie,Nelson,10390,98.99,03/04/05 0:00,S18_2325,31
,Wendy,Victorino,10409,100,4/23/2005 0:00,S18_2325,6
,Adrian,Huxley,10420,100,5/29/2005 0:00,S18_2325,45
,Jonas,Bergulfsen,10103,54.09,1/29/2003 0:00,S18_2432,22
,Marie,Bertrand,10114,68.67,04/01/03 0:00,S18_2432,45
,Mart¡n,Sommer,10126,65.02,5/28/2003 0:00,S18_2432,43
,Juri,Hirano,10140,61.99,7/24/2003 0:00,S18_2432,46
,Pirkko,Koskitalo,10151,69.28,9/21/2003 0:00,S18_2432,39
,Eric,Natividad,10165,71.1,10/22/2003 0:00,S18_2432,31
,Ann,Brown,10175,69.28,11/06/03 0:00,S18_2432,41
,Jose Pedro,Roel,10184,60.16,11/14/2003 0:00,S18_2432,44
,Mary,Saveley,10194,70.49,11/25/2003 0:00,S18_2432,45
,Valarie,Franco,10207,69.89,12/09/03 0:00,S18_2432,37
,Wendy,Victorino,10217,61.38,02/04/04 0:00,S18_2432,35
,Valarie,Nelson,10229,59.55,03/11/04 0:00,S18_2432,28
,Diego,Freyre,10246,61.99,05/05/04 0:00,S18_2432,30
,Wendy,Victorino,10259,49.22,6/15/2004 0:00,S18_2432,30
,Valarie,Nelson,10271,69.28,7/20/2004 0:00,S18_2432,25
,Kyung,Yu,10281,57.73,8/19/2004 0:00,S18_2432,29
,Maria,Larsson,10291,57.73,09/08/04 0:00,S18_2432,26
,Marta,Hernandez,10305,53.48,10/13/2004 0:00,S18_2432,41
,Yoshi,Tannamuri,10313,52.87,10/22/2004 0:00,S18_2432,34
,Valarie,Young,10322,61.21,11/04/04 0:00,S18_2432,35
,Christina,Berglund,10334,61.38,11/19/2004 0:00,S18_2432,34
,Peter,Ferguson,10347,100,11/29/2004 0:00,S18_2432,50
,Valarie,Nelson,10357,61.99,12/10/04 0:00,S18_2432,41
,Anna,O'Hara,10370,96.86,1/20/2005 0:00,S18_2432,22
,Julie,Brown,10381,48.62,2/17/2005 0:00,S18_2432,35
,Anna,O'Hara,10391,38.5,03/09/05 0:00,S18_2432,44
,Diego,Freyre,10412,61.99,05/03/05 0:00,S18_2432,47
,Janine,Labrune,10425,49.22,5/31/2005 0:00,S18_2432,19
,Giovanni,Rovelli,10106,90.39,2/17/2003 0:00,S18_2581,34
,Peter,Ferguson,10120,71.81,4/29/2003 0:00,S18_2581,29
,Diego,Freyre,10133,69.27,6/27/2003 0:00,S18_2581,49
,Julie,Young,10145,85.32,8/25/2003 0:00,S18_2581,30
,Juri,Hirano,10168,70.96,10/28/2003 0:00,S18_2581,21
,Mory,Kentary,10210,76.88,01/12/04 0:00,S18_2581,50
,Peter,Ferguson,10223,100,2/20/2004 0:00,S18_2581,47
,Elizabeth,Lincoln,10235,76.03,04/02/04 0:00,S18_2581,24
,Sue,Frick,10250,98.84,05/11/04 0:00,S18_2581,27
,Julie,King,10263,86.17,6/28/2004 0:00,S18_2581,33
,Janine,Labrune,10275,90.39,7/23/2004 0:00,S18_2581,35
,Jan,Klaeboe,10284,71.81,8/21/2004 0:00,S18_2581,31
,Dean,Cassidy,10297,82.79,9/16/2004 0:00,S18_2581,25
,Steve,Frick,10308,82.79,10/15/2004 0:00,S18_2581,27
,Kyung,Yu,10318,100,11/02/04 0:00,S18_2581,31
,Jytte,Petersen,10327,100,11/10/04 0:00,S18_2581,45
,Akiko,Shimamura,10339,100,11/23/2004 0:00,S18_2581,27
,Dan,Lewis,10353,100,12/04/04 0:00,S18_2581,27
